id,Nov21_mean
1779,0.137182248248295
1867,0.16913555802505
1868,0.152675832106062
1955,0.177415363828604
1956,0.173233059054542
1957,0.151392422204197
1958,0.112590575171082
2040,0.138613155133757
2042,0.156664886042353
2043,0.148564650371612
2044,0.164522441704411
2045,0.163943352193133
2046,0.129026196004192
2131,0.160592763246637
2132,0.166535610902654
2213,0.142983640974807
2217,0.240073535753333
2218,0.210994024845687
2219,0.185606696345405
2220,0.169408651208689
2301,0.169668532323
2302,0.20762633963311
2303,0.206088652634177
2304,0.200100710033899
2305,0.209376722266359
2306,0.203928079825541
2307,0.187174909523589
2308,0.186744310608334
2309,0.159072753165133
2389,0.18051197659994
2390,0.215397953094283
2391,0.20695889359417
2392,0.204703350253256
2393,0.194093937008095
2394,0.200048960283522
2395,0.192636352960064
2396,0.190863228133641
2477,0.177842101159175
2478,0.196964946044378
2479,0.211769648296528
2480,0.209360767200059
2481,0.200602051855858
2482,0.197518819558226
2483,0.189067077495364
2484,0.202038481492888
2566,0.176732821721333
2567,0.207907629225094
2569,0.187001176620189
2570,0.191397163766646
2571,0.193742551712323
2656,0.196995478579885
2657,0.181433061122402
2658,0.182628644830432
2744,0.16932155948736
2745,0.158599485019761
10060,0.131185285355811
10061,0.134327790553658
10062,0.13912658393383
10063,0.144751141753357
10064,0.153863985676411
10065,0.158011240088593
10066,0.158670893152476
10067,0.147565641032516
10146,0.139568792786016
10147,0.130910997246344
10148,0.130273243612494
10149,0.13101700133036
10150,0.133075026995387
10151,0.139286552198791
10152,0.147580748993503
10153,0.150701098421142
10154,0.148977012148959
10155,0.138147231299153
10232,0.140985993763148
10233,0.129381855295067
10234,0.133753086532293
10235,0.129480835846106
10236,0.123027841328632
10237,0.124352806788895
10238,0.126512580709495
10239,0.125892925113158
10240,0.138020813317874
10241,0.145640443966323
10242,0.147259900638647
10243,0.144132139124418
10244,0.122623554331512
10320,0.138369118226534
10321,0.122126410938492
10322,0.135422828060783
10323,0.12436851421776
10324,0.115506144594555
10325,0.111174330961975
10326,0.116427726320122
10327,0.124590510863207
10328,0.139081723403093
10329,0.144446112615757
10330,0.136876923264015
10331,0.137142133577023
10332,0.128046434187938
10407,0.125726137514138
10408,0.143769841071618
10409,0.127611932521763
10410,0.140905091677569
10411,0.12030664027444
10412,0.11378190326235
10413,0.111585293719468
10414,0.11046175352367
10415,0.123328846271919
10416,0.13675593310767
10417,0.145222906207989
10418,0.133393251819337
10419,0.13038485680422
10420,0.116080684387241
10494,0.096124123832951
10495,0.113339526681824
10496,0.143788886279607
10497,0.143899645194534
10498,0.137983425281757
10499,0.117769421000961
10500,0.111917379212158
10501,0.113540359811226
10502,0.116005708163312
10503,0.124176748229463
10504,0.138999098804125
10505,0.129368192216089
10506,0.143797599147313
10507,0.135703007205705
10508,0.105843885286042
10509,0.089894571026002
10580,0.081839112106009
10581,0.110265334073686
10582,0.111830845616664
10583,0.144153475662824
10584,0.157344651345915
10585,0.146689634578737
10586,0.133768205807025
10587,0.121523083594323
10588,0.113910023476413
10589,0.114082856420354
10590,0.112445031642443
10591,0.123813711402547
10592,0.135126031375685
10593,0.138131550708307
10594,0.145582999336922
10595,0.133568655876185
10596,0.098488003722293
10669,0.107906504611154
10670,0.128780300228679
10671,0.16234603220884
10672,0.162344228938099
10673,0.144660936222096
10674,0.130734252812695
10675,0.127850210890468
10676,0.122845691774995
10677,0.121036598074042
10678,0.115737918872109
10679,0.121573810506126
10680,0.128569553829422
10681,0.139485014710298
10682,0.143026535955107
10683,0.123621796280885
10684,0.103181819408393
10756,0.070515040985563
10757,0.128837784313528
10758,0.136702798245367
10759,0.165954822578685
10760,0.156121205045911
10761,0.147034447455455
10762,0.131052553007179
10763,0.125316701667464
10764,0.124369927504954
10765,0.120509086376872
10766,0.118688367768999
10767,0.120086685367841
10768,0.126706341450865
10769,0.136528454874912
10770,0.141283623859463
10771,0.127859860720221
10772,0.1100548651562
10773,0.082475472380184
10842,0.064141016931699
10843,0.075568866028852
10844,0.093918719729178
10845,0.131290231007806
10846,0.148348441994018
10847,0.163269841653321
10848,0.15155281265043
10849,0.14788857912106
10850,0.134981074993891
10851,0.125178059850168
10852,0.12147574828676
10853,0.120042193850333
10854,0.120570475020069
10855,0.119480084598418
10856,0.124878826466474
10857,0.132872806908178
10858,0.138186488815918
10859,0.128110946256144
10860,0.110351983457804
10861,0.090678840167513
10862,0.078722327005251
10930,0.076578964070664
10931,0.088126143711726
10932,0.113466209367565
10933,0.125290375350139
10934,0.159075430436097
10935,0.158716557156611
10936,0.147893122533565
10937,0.152644534886119
10938,0.140488561817073
10939,0.129980896914726
10940,0.12266252955547
10941,0.121580786693826
10942,0.122812241139148
10943,0.122198677693964
10944,0.12512946728131
10945,0.129752918783384
10946,0.130826699514019
10947,0.119323059283344
10948,0.114027848886878
10949,0.107231534295991
10950,0.083004915069204
11018,0.081617808716048
11019,0.116449147006386
11020,0.127716554990731
11021,0.144573101743071
11022,0.158713010008916
11023,0.153904933644378
11024,0.152923728377858
11025,0.15320454593286
11026,0.142760136988291
11027,0.132705423995676
11028,0.123430880217636
11029,0.118627436274339
11030,0.124072186017701
11031,0.123479063331845
11032,0.124493255934193
11033,0.128022501306716
11034,0.129538579008325
11035,0.120995854820348
11036,0.120498765044468
11037,0.105465022446819
11038,0.083258800738649
11040,0.082717651547479
11106,0.097540123495928
11107,0.139301141981669
11108,0.144687912018954
11109,0.153775249661739
11110,0.150620014737707
11111,0.147716763992555
11112,0.152098689351446
11113,0.144807523901551
11114,0.134534680800251
11115,0.128847046803109
11116,0.12116967406401
11117,0.12024939509709
11118,0.124413989438129
11119,0.127958232735692
11120,0.127155974137882
11121,0.128648991534902
11122,0.127865019567281
11123,0.121933431541624
11124,0.115413216227465
11125,0.098770068465801
11126,0.078887554688063
11127,0.083290446334141
11193,0.081716881726276
11194,0.143390569974445
11195,0.141360007874344
11196,0.137591223070814
11197,0.143639167940075
11198,0.136478890549422
11199,0.138136665325744
11200,0.140389364736139
11201,0.131843259912138
11202,0.12941242846822
11203,0.127552931782285
11204,0.12002875134041
11205,0.124061420144252
11206,0.126445897031298
11207,0.131101742092329
11208,0.127867876298048
11209,0.128914785748425
11210,0.128389144323678
11211,0.119955533884527
11212,0.101740450036427
11213,0.099362734335759
11214,0.083897092906029
11215,0.076351205595146
11281,0.096699082936812
11282,0.153468845920129
11283,0.127778494755239
11284,0.126829156320792
11285,0.141015253342659
11286,0.134153577340804
11287,0.138025934225219
11288,0.136497267356268
11289,0.128203740836721
11290,0.126960255441223
11291,0.127330930801443
11292,0.122916490163492
11293,0.12186119571446
11294,0.125626359900585
11295,0.128807608129735
11296,0.127761327481199
11297,0.131355247684854
11298,0.132810835182554
11299,0.13644985292151
11300,0.128039566895707
11301,0.115923424174074
11302,0.091550379681677
11303,0.076539727008861
11368,0.085432920257508
11369,0.106604212048379
11370,0.143717678510084
11371,0.115420505301401
11372,0.13876159219764
11373,0.137609116394411
11374,0.132150939611857
11375,0.134603146242766
11376,0.130876577821029
11377,0.123293269487206
11378,0.126835612149155
11379,0.127726178469041
11380,0.123837261622356
11381,0.123649276623672
11382,0.125468991419747
11383,0.128265556713691
11384,0.130730709261145
11385,0.133669308825465
11386,0.136530381800393
11387,0.140619522068372
11388,0.140159032253687
11389,0.123349996483769
11390,0.100959317147614
11391,0.080292373202926
11456,0.083858297861005
11457,0.116784113390017
11458,0.148921456618989
11459,0.134534836345511
11460,0.137527026020545
11461,0.13543219596517
11462,0.132450262623385
11463,0.141431630688458
11464,0.138973811656729
11465,0.126781390933705
11466,0.133410087147774
11467,0.133859644205909
11468,0.129304021535334
11469,0.128802555220679
11470,0.12863310428013
11471,0.13290066640132
11472,0.136508232860033
11473,0.134327067908916
11474,0.140292115538959
11475,0.14365670959319
11476,0.140286271852895
11477,0.123351879448684
11478,0.099757390428084
11479,0.087679874105764
11543,0.079187660049576
11544,0.085248078988946
11545,0.120235212839286
11546,0.130542078390423
11547,0.140197972381498
11548,0.138310931181248
11549,0.13663250013538
11550,0.141624922808922
11551,0.151973846081525
11552,0.142551812376429
11553,0.130971189279095
11554,0.134351981928933
11555,0.138358261584109
11556,0.138022115608685
11557,0.13556358386052
11558,0.131362660423569
11559,0.137092085664349
11560,0.140718895897799
11561,0.142095458955162
11562,0.142963775614935
11563,0.14543228620008
11564,0.145265064426797
11565,0.131271051721493
11566,0.106409440278331
11567,0.090769771884081
11632,0.096432046648189
11633,0.118307204147385
11634,0.143506173383106
11635,0.140842744071964
11636,0.140849614808382
11637,0.13764900030676
11638,0.149528864832703
11639,0.155522854637958
11640,0.140681544672852
11641,0.141565326324179
11642,0.13379021028965
11643,0.12671636684021
11644,0.135839560985073
11645,0.138679514739139
11646,0.135868042830593
11647,0.139536521445386
11648,0.132855644203291
11649,0.13356336657235
11650,0.137527307473388
11651,0.146615725995834
11652,0.140214955264872
11653,0.126252813587997
11654,0.110217490273973
11719,0.079888835091007
11720,0.102893030293021
11721,0.114445833966505
11722,0.148563196343824
11723,0.14084433440281
11724,0.135754641699643
11725,0.132216217966119
11726,0.135487927785836
11727,0.144131120986382
11728,0.150533381787952
11729,0.133388402787122
11730,0.12300309026229
11731,0.128623228755746
11732,0.148849931845734
11733,0.145573198395081
11734,0.131379265215032
11735,0.128492085461913
11736,0.122514413161711
11737,0.131066251777051
11738,0.137954219586764
11739,0.140641763175199
11740,0.125199527610555
11741,0.116337450190393
11742,0.10500931825209
11743,0.074169885998299
11808,0.113403042388174
11809,0.125177827024879
11810,0.148910792898541
11811,0.133681577449966
11812,0.133483864459371
11813,0.131113191774069
11814,0.133741024358213
11815,0.137910395212795
11816,0.14940419109646
11817,0.13482324682053
11818,0.119646206374996
11819,0.129716351216018
11820,0.147674798195766
11821,0.151412694815023
11822,0.131533731329293
11823,0.119553462996078
11824,0.122865222178954
11825,0.131267537031908
11826,0.137459867792167
11827,0.128182075809964
11828,0.126914092516604
11829,0.119596379570478
11830,0.098407141893749
11831,0.076390457270313
11832,0.07774262869161
11833,0.080486433042066
11896,0.100500774617344
11897,0.124696905419172
11898,0.136805008610953
11899,0.129804334605011
11900,0.133344870664385
11901,0.135912061356038
11902,0.134132873635047
11903,0.135792893475531
11904,0.136611595322845
11905,0.108292840111986
11906,0.110680071497152
11907,0.100496528124426
11908,0.142307844307465
11909,0.140162182684708
11910,0.12595023893615
11911,0.123447893402189
11912,0.12251142580283
11913,0.126239885572388
11914,0.138058135352874
11915,0.138243444322833
11916,0.130107030198861
11917,0.125171399649542
11918,0.09929826214825
11919,0.082586954012808
11984,0.078530363635466
11985,0.11960815829264
11986,0.137435429737218
11987,0.135391640510013
11988,0.137537185441364
11989,0.137402066760812
11990,0.137129067266283
11991,0.139430061836723
11992,0.124343422233812
11993,0.090630522767497
11994,0.124310983391094
11995,0.119873914970711
11996,0.126456555810349
11997,0.112202445429958
11998,0.114754650664847
11999,0.124238627613062
12000,0.123853144520694
12001,0.12397537933093
12002,0.140495073919004
12003,0.148868974021151
12004,0.12631284616395
12005,0.124276683812053
12006,0.098527468564246
12007,0.085094884684509
12073,0.125340822868603
12074,0.132356712902504
12075,0.137175514204464
12076,0.137941843345146
12077,0.138764896268441
12078,0.138435070610736
